framenr,kanji,keyword,public,last_edited,story
1503,令,"orders",0,2017-05-09 04:21:08,"The commander regrouped his troops at the base of the umbrella in an improvised meeting. He then gave everyone his orders and told them to break formation. just after that, he remembered that he forgot to seal the and proceeded to seal each one of them."
1504,零,"zero",0,2017-05-09 04:24:04,"Zero has ascended to godhood and is no longer bound by the rules of this world. He can just order the reain to stop raining and it would be done."
1505,齢,"(third)age",0,2017-05-11 18:50:53,"the government is encouraging the third age persons to obatin their INAPAM cards with the following ads. When they are give the card, the people in the ads show this card to their own teeth and a team of SWAT operatives get into the person's house with an order to get the teeth white."
1506,冷,"tactile cold",0,2017-06-14 23:45:55,"Death itself is on the restaurant. She extends her cold finger and touches the waiter, the waiter colapses to the ground and dies. She just wanted to order some ice for her drink. She just dips her fingertip on the glass and it inmediately turn to ice. She sighs."
1507,領,"jurisdiction",0,2017-05-11 18:53:23,"The criminal escaped into the embassy to avoid the police. He actually managed to get in there and when he was safe, he literally rubbed the no-action order on the police heads. The man was out of the jurisdiction"
1508,鈴,"small bell",0,2017-05-09 04:33:36,"On the last moments of Uncle Memo, he used a small golden bell to call all of his employees and ordered them one thing. Take all of the family's gold and throw it into the furnace. He even signed the order with his seal."
1509,勇,"courage",0,2017-05-13 13:54:18,"Poor courage has been abandoned by hsi owner and now lies in a street asking for money. A kind man offers him a baby bottle filled with milk. Courage gladly accpets it."
1510,湧,"bubble up",0,2017-05-13 13:57:39,"Courage was sick and tired of being dragged from one place to another during the events of The Wind Waker. He decided to wrp himself in bubble wrap and just wait for him to be rescued from his bubble up prison."
1511,通,"traffic",0,2017-05-13 14:00:30,"There was way to much traffic at the road so I decided to get down from my car and take out my pogo stick. I bounced on top of cars until I arrived at my destination."
1512,踊,"dance",0,2017-05-13 14:05:00,"The dance class teacher was really motivated to do this next sequence. He gave us all a peg leg and made use use pogos as we bounced up and down all along the beat of a song"
1513,疑,"doubt",0,2017-05-13 14:16:43,"A very doubtful story: At the entrance to my local zoo they issue you with a special *spoon* (to feed the animals) and a *dart* gun (to defend yourself in case of animal attack) and a *baby bottle* (to feed the baby animals). You ask your partner is this is a good idea and he replies ""I doubt it."""
1514,擬,"mimic",0,2017-05-13 19:08:17,"Ask a MIMIC to give an impression of DOUBT, and he will no DOUBT scratch his head with his FINGER"
1515,凝,"congeal",0,2017-12-19 01:32:25,"The church was so incredulous and wary of witchcraft that they even doubted and denied the congelament of water at low temperatures. They even went do far to burn a woman and put a man in prision because of alleged doubting of the word of god.
stop puttin water"
1516,範,"pattern",0,2017-05-13 19:43:26,"The car was made out of bamboo and was given a special band with a patter in order to avoid leaving fingerprints behind. this way, the car leaves a physical en ecological fingerprint as small as possible."
1517,犯,"crime",0,2017-05-27 01:27:54,"The pack of wild dogs commited the perfect crime. They entered the museum at night in order to steal and deface the holy fingerprint of god."
1518,氾,"widespread/flood",0,2017-10-10 20:06:41,"When the main reactor of the chemical plant melted down, the water surrounding it became radioactive. It soon flodded the nearby city and while it looked like water, it had terrible consequences on contact with the skin. It dissolved every tissue except for fingerprints. You could see in the chemical water several fingerprints."
1519,厄,"unlucky",0,2018-01-10 20:46:20,"The unlucky boy from fuan no tane was casually walking down a forest the other day when he started screaming out of nowhere. people asked him why and he didnt answer, just pointed at the cliff. In reality, what the boy saw was the giant fingerprints of a demon that inhabited the region.
BOUNDED UP THE CLIFF"
1520,危,"dangerous",0,2017-05-13 20:04:28,"people started to stop believing in the unlucky boy from fuan no tane. He even screamed at a slippery floor sign that was used in the mall. He is now bound up in the same cliff that he was so afraid of in the previous frame. The poor guys dont know that the danger sign was one of the six pieces used to invoke Vicky."
1521,宛,"address",0,2018-02-13 04:02:35,"Obviously, the only place where it makes sense to put a mailbox is near to your roof (your address)
NOPE"
1522,腕,"arm",0,2017-06-17 05:17:12,"As a warning, the mailmansent a package to your address. A great volume of unidentifible meat and a human arm. He simply got tired of all your aliexpress packages delivered to the address."
1523,苑,"garden (not にわ)",0,2017-05-13 20:22:49,"The abandoned mansion was not creepy at all on the insides. It was the garden that had an ominous feeling. The garde was special, it was covered by tall walls on all directions as for them to keep something out.  There were plenty of wilted flowers surrounding these walls. The most disturbing piece was the mailbox in the middle of this garden, it was a centric, piece. the mailbox rusty door was closed and had dead flowers growing from above. What dark secrets could that mailbox hold?"
1524,怨,"grudge",0,2018-01-11 20:52:29,"I had a little #grudge# against my ex-girlfriend and her new boyfriend. I planted a pig's heart in their mailbox and planned for him to open the package. As expected, the woman openened the package instead of the man and on those grounds I sued the woman for improper handling of someone else's mail and she was sent to jail. the boyfriedn eventually broke up with her.
COMPLETELY FORGOTTEN. USE PKMN IMAGERY."
1525,柳,"willow",0,2017-05-14 05:29:21,"I'm all of Mexico there is just one willow tree. People actually don't pay too much attention to it yet it holds a secret. When knocked there's times, the tree reveals itself as the hideout Bunny uses for the eastern bunny outfit."
1526,卵,"egg",0,2017-10-10 20:16:51,"As seen in {卯} these are the hare's ears.
Its easter in the town and the hare has found plenty of eggs. He has found so many he cannot fit the anymore in his bag so he employed his ears as containers for the two leftover easter eggs"
1527,留,"detain",0,2017-10-10 20:19:14,"The policemen caught the teens that bought alcohol by procuring the recipe from the owner of the liquor store with a dagger to his neck. As soon as the teenager were caught, they were detained and sent to the rice fields as punishment"
1528,瑠,"marine blue",0,2017-05-15 07:12:13,"the mighty king was sailing on the great sea when the marine suddenly detained him. They told him that all this time he was using a pirate flags and that those were ground for him to get detained."
1529,貿,"trade",0,2017-05-15 07:16:26,"Nintendo has organized an international trade where Shelders are traded here and there with a mystery item being sent along him.  The offer is the following, if the Shelder item is a dagger, you can take it to the shop and trade this dagger for a lot of shells. There's just one problem, you need a receipt for this to work and that's a completely different item shipped with another Shelder."
1530,印,"stamp",0,2017-05-15 07:20:03,"The firsttime that I sent snail mail, I had no idea stamps had a stickyback so i stapled the thing to the mailman's hand."
1531,臼,"mortar",0,2017-05-16 01:52:49,"Laboratory style mortar and pebble connected to a pair of stapes connected to an electrical generator"
1532,毀,"break",0,2017-05-15 07:53:57,"The wacky cooking show was pushing the limits one again. They used a mortar sitting on top of the mound of dirt as a pan and hired a professional karate sensei. The karate instructor broke a missile in half and used the rocket girl. He also broke a bottle of break and used the yogurt."
1533,興,"entertain",0,2017-05-16 02:26:07,"At the Seven Stars Bar they have the ultiamte tool in entratainment. A pair of giant speakers with a subwoofer in the middle and a man juggling on top of it has given the place it's national fame."
1534,酉,"sign of the bird",0,2017-05-16 02:33:52,"After all the events of the Avatar: the Last airbender finished, the crew separated and aang sadly got on the streets. He now just puts a shameful diplay in the downtown where he grabs a small box and proclaims he'll turn into a brind. He does the sign of the bird and with a little of airbending, he tranforms himself into a pair of bird legs."
1535,酒,"sake",0,2017-05-16 02:34:51,"All the japanese sake industry use the same recipe for all of their sakes. They buy a perfectly good bottle of Jack Daniel's and water it down to the point it becomes sake."
